Entity,Code,Year,Life Expectancy,GDP Per Capita,Annotations,Population,Continent
Africa,,1918,,,,148852646,
Albania,ALB,1918,,,,937735,
Algeria,DZA,1918,,,,5672196,
Andorra,AND,1918,,,,5735,
Angola,AGO,1918,,,,2873191,
Antigua and Barbuda,ATG,1918,,,,30030,
Argentina,ARG,1918,,5177,,8363921,
Armenia,ARM,1918,,,,996209,
Asia,,1918,,,,1082756905,
Australia,AUS,1918,,7336,,5069403,
Austria,AUT,1918,,4073,,6494626,
Azerbaijan,AZE,1918,,,,2158347,
Bahamas,BHS,1918,,,,58498,
Bahrain,BHR,1918,,,,109692,
Bangladesh,BGD,1918,,,,27085200,
Barbados,BRB,1918,,,,159989,
Belarus,BLR,1918,,,,5794317,
Belgium,BEL,1918,,4560,,7530616,
Belize,BLZ,1918,,,,45401,
Benin,BEN,1918,,,,1396880,
Bhutan,BTN,1918,,,,258657,
Bolivia,BOL,1918,,1965,,2283325,
Bosnia and Herzegovina,BIH,1918,,,,2077907,
Botswana,BWA,1918,,,,219194,
Brazil,BRA,1918,,1041,,26479919,
Brunei,BRN,1918,,,,25982,
Bulgaria,BGR,1918,,,,4957824,
Burkina Faso,BFA,1918,,,,2809732,
Burundi,BDI,1918,,,,1459496,
Cambodia,KHM,1918,,,,2956160,
Cameroon,CMR,1918,,,,2827957,
Canada,CAN,1918,,7079,,8239420,
Cape Verde,CPV,1918,,,,153585,
Central African Republic,CAF,1918,,,,891986,
Chad,TCD,1918,,,,1674083,
Chile,CHL,1918,,4602,,3931976,
China,CHN,1918,,,,464075232,
Colombia,COL,1918,31.99,1535,,6089178,
Comoros,COM,1918,,,,123083,
Congo,COG,1918,,,,523848,
Costa Rica,CRI,1918,,,,443732,
Cote d'Ivoire,CIV,1918,,,,1612416,
Croatia,HRV,1918,,,,2915145,
Cuba,CUB,1918,,2302,,2896671,
Cyprus,CYP,1918,,,,302235,
Czechia,CZE,1918,,,,10004000,
Democratic Republic of Congo,COD,1918,,,,8110861,
Denmark,DNK,1918,56.279999,5514,,3172037,
Djibouti,DJI,1918,,,,44014,
Dominica,DMA,1918,,,,35954,
Dominican Republic,DOM,1918,,,,841890,
Ecuador,ECU,1918,,1615,,1809339,
Egypt,EGY,1918,,,,12032372,
El Salvador,SLV,1918,,,,1263054,
Equatorial Guinea,GNQ,1918,,,,117048,
Eritrea,ERI,1918,,,,582573,
Estonia,EST,1918,,,,1085321,
Eswatini,SWZ,1918,,,,145119,
Ethiopia,ETH,1918,,,,17888877,
Europe,,1918,,,,452735659,
Fiji,FJI,1918,,,,152302,
Finland,FIN,1918,32.790001,2184,,3086979,
Former USSR,,1918,,1058,,,
France,FRA,1918,34.84,3819,,38672226,
Gabon,GAB,1918,,,,321146,
Gambia,GMB,1918,,,,188654,
Georgia,GEO,1918,,,,2621192,
Germany,DEU,1918,,4755,,62415473,
Ghana,GHA,1918,,,,3087665,
Greece,GRC,1918,,2279,,5678674,
Grenada,GRD,1918,,,,65586,
Guatemala,GTM,1918,,,,1637748,
Guinea,GIN,1918,,,,1823891,
